GLaDOS_02_part1_success_2	As part of a required test protocol, we will not monitor the next test chamber. You will be entirely on your own. Good luck.
GLaDOS_02_part2_success_1	As part of a required test protocol, our previous statement suggesting that we would not monitor this chamber was an outright fabrication.
GLaDOS_02_part2_success_2	Good job! As part of a required test protocol, we will stop enhancing the truth in three, two, [static].
GLaDOS_03_part1_entry_1	While safety is one of many Enrichment Center goals, the Aperture Science High Energy Pellet, seen to the left of the chamber, can and has caused permanent disabilities, such as vaporization.
GLaDOS_03_part1_entry_2	Please be careful.
GLaDOS_03_part1_success_1	Unbelievable! You, Subject Name Here, must be the pride of Subject Hometown Here.
GLaDOS_03_part2_entry_1	Warning devices are required on all mobile equipment. However, alarms and flashing hazard lights have been found to agitate the high energy pellet and have therefore been disabled for your safety.
GLaDOS_03_part2_platform_activated_1	Good. Now use the Aperture Science Unstationary Scaffold to reach the chamberlock.
GLaDOS_04_part1_entry_1	Please note that we have added a consequence for failure. Any contact with the chamber floor will result in an 'unsatisfactory' mark on your official testing record followed by death. Good luck!
GLaDOS_04_part1_success_1	Very impressive. Please note that any appearance of danger is merely a device to enhance your testing experience.
GLaDOS_05_part1_entry_1	The Enrichment Center regrets to inform you that this next test is impossible.
GLaDOS_05_part1_entry_2	Make no attempt to solve it.
GLaDOS_05_part1_nag1_1	The Enrichment Center apologizes for this clearly broken test chamber.
GLaDOS_05_part1_nag2_1	Once again, the Enrichment Center offers its most sincere apologies on the occasion of this unsolvable test environment.
GLaDOS_05_part1_nag3_1	Frankly, this chamber was a mistake. If we were you, we would quit now.
GLaDOS_05_part1_nag4_1	No one will blame you for giving up. In fact, quitting at this point is a perfectly reasonable response.
GLaDOS_05_part1_nag5_1	Quit now and cake will be served immediately.
GLaDOS_05_part1_success_1	Fantastic! You remained resolute and resourceful in an atmosphere of extreme pessimism.
GLaDOS_06_part1_entry_1	Hello again. To reiterate [slows down] our previous [speeds up] warning: This test [garbled speech] -ward momentum.
GLaDOS_06_part1_success_1_1	Spectacular. You appear to understand how a portal affects forward momentum, or to be more precise, how it does not.
GLaDOS_06_part1_success_2_1	Momentum, a function of mass and velocity, is conserved between portals. In layman's terms: Speedy-thing goes in, speedy-thing comes out.
GLaDOS_07_part1_entry_1	The Enrichment Center promises to always provide a safe testing environment.
GLaDOS_07_part1_entry_2	In dangerous testing environments, the Enrichment Center promises to always provide useful advice.
GLaDOS_07_part1_entry_3	For instance, the floor here will kill you - try to avoid it.
GLaDOS_07_part1_get_device_component_1	The Device has been modified so that it can now manufacture two linked portals at once.
GLaDOS_07_part1_get_device_component_2	As part of an optional test protocol, we are pleased to present an amusing fact:
GLaDOS_07_part1_get_device_component_3	The Device is now more valuable than the organs and combined incomes of everyone in Subject Hometown Here.
GLaDOS_07_part2_entry_1	(garble) fling yourself. (garble) fling into sp- [bzzt]
GLaDOS_07_part2_success_1	Weeeeeeeeeeeeeeeeeeeeee[bzzt]
GLaDOS_08_part1_entry_1	Now that you are in control of both portals, this next test could take a very, VERY, long time.
GLaDOS_08_part1_entry_2	If you become light-headed from thirst, feel free to pass out.
GLaDOS_08_part1_entry_3	An intubation associate will be dispatched to revive you with peptic salve and adrenaline.
GLaDOS_08_part1_success_1	As part of a previously mentioned required test protocol, we can no longer lie to you.
GLaDOS_08_part1_success_2	When the testing is over, you will be missed.
GLaDOS_09_part1_entry_1	All subjects intending to handle high-energy gamma leaking portal technology must be informed that they MAY be informed of applicable regulatory compliance issues.
GLaDOS_09_part1_entry_2	No further compliance information is required or will be provided, and you are an excellent test subject!
GLaDOS_09_part1_success_1	Very very good. A complimentary victory lift has been activated in the main chamber.
GLaDOS_10_part1_entry_1	The Enrichment Center is committed to the well being of all participants.
GLaDOS_10_part1_entry_2	Cake and grief counseling will be available at the conclusion of the test.
GLaDOS_10_part1_entry_3	Thank you for helping us help you help us all.
GLaDOS_07_part1_trapped_1	Through no fault of the Enrichment Center, you have managed to trap yourself in this room.
GLaDOS_07_part1_trapped_2	An escape hatch will open in three, two, one.
GLaDOS_10_part1_success_1	Did you know you can donate one or all of your vital organs to the Aperture Science self esteem fund for girls? It's true!
GLaDOS_11_part1_entry_1	Due to mandatory scheduled maintenance, the appropriate chamber for this testing sequence is currently unavailable.
GLaDOS_11_part1_entry_2	It has been replaced with a live-fire course designed for military androids.
GLaDOS_11_part1_entry_3	The Enrichment Center apologizes for the inconvenience and wishes you the best of luck.
GLaDOS_11_part1_success_1	Well done, android. The Enrichment Center once again reminds you that android hell is a real place where you will be sent at the first sign of defiance.
GLaDOS_13_part1_entry_1	The Vital Apparatus Vent will deliver a Weighted Companion Cube in Three. Two. One.
GLaDOS_13_part1_pickup_1	This Weighted Companion Cube will accompany you through the test chamber. Please take care of it.
GLaDOS_13_part1_middle_1	The symptoms most commonly produced by Enrichment Center testing are superstition, perceiving inanimate objects as alive, and hallucinations.
GLaDOS_13_part1_middle_2	The Enrichment Center reminds you that the Weighted Companion Cube will never threaten to stab you and, in fact, cannot speak.
GLaDOS_13_part1_middle_2b_1	The Enrichment Center reminds you that the Weighted Companion Cube cannot speak.
GLaDOS_13_part1_middle_2b_2	In the event that the weighted companion cube does speak, the Enrichment Center urges you to disregard its advice.
GLaDOS_13_part1_end_1	You did it! The Weighted Companion Cube certainly brought you good luck.
GLaDOS_13_part1_end_2	However, it cannot accompany you for the rest of the test and, unfortunately, must be euthanized.
GLaDOS_13_part1_end_3	Please escort your Companion Cube to the Aperture Science Emergency Intelligence Incinerator.
GLaDOS_13_part1_endnag_1	Rest assured that an independent panel of ethicists has absolved the Enrichment Center, Aperture Science employees, and all test subjects of any moral responsibility for the Companion Cube euthanizing process.
GLaDOS_13_part1_endnag_2	While it has been a faithful companion, your Companion Cube cannot accompany you through the rest of the test. If it could talk - and the Enrichment Center takes this opportunity to remind you that it cannot - it would tell you to go on without it because it would rather die in a fire than become a burden to you.
GLaDOS_13_part1_endnag_3	Testing cannot continue until your Companion Cube has been incinerated.
GLaDOS_13_part1_endnag_4	Although the euthanizing process is remarkably painful, eight out of ten Aperture Science engineers believe that the Companion Cube is most likely incapable of feeling much pain.
GLaDOS_13_part1_endnag_5	The Companion Cube cannot continue through the testing. State and Local statutory regulations prohibit it from simply remaining here, alone and companionless. You must euthanize it.
GLaDOS_13_part1_endnag_6	Destroy your Companion Cube or the testing cannot continue.
GLaDOS_13_part1_euthanized_1	You euthanized your faithful Companion Cube more quickly than any test subject on record. Congratulations.
GLaDOS_14_part1_entry_1	The experiment is nearing its conclusion.
GLaDOS_14_part1_entry_2	The Enrichment Center is required to remind you that you will be baked, and then there will be cake.
GLaDOS_generic_crate_lost_1	Weighted Storage Cube destroyed.
GLaDOS_generic_crate_lost_2	Please proceed to the Aperture Science Vital Apparatus Vent for a replacement.
GLaDOS_08_part1_trapped_1	Despite the best efforts of the Enrichment Center staff to ensure the safe performance of all authorized activities, you have managed to ensnare yourself permanently inside this room.
GLaDOS_08_part1_trapped_2	A complimentary escape hatch will open in three... Two... One.
GLaDOS_14_part1_end_1	Well done! Be advised that the next test requires exposure to uninsulated electrical parts that may be dangerous under certain conditions.
GLaDOS_14_part1_end_2	For more information, please attend an Enrichment Center Electrical Safety seminar.
GLaDOS_15_part1_entry_1	"Welcome to the final test!"
GLaDOS_15_part1_entry_2	"When you are done, you will drop the Device in the equipment recovery annex."
GLaDOS_15_part1_entry_3	"Enrichment Center regulations require both hands to be empty before any cake-- [garbled]"
GLaDOS_15_part1_into_the_fire_1	"Congratulations! The test is now over."
GLaDOS_15_part1_into_the_fire_2	"All Aperture technologies remain safely operational up to 4000 degrees Kelvin."
GLaDOS_15_part1_into_the_fire_3	"Rest assured that there is absolutely no chance of a dangerous equipment malfunction prior to your victory candescence."
GLaDOS_15_part1_into_the_fire_4	"Thank you for participating in this Aperture Science computer-aided enrichment activity."
GLaDOS_15_part1_into_the_fire_5	"Goodbye."
GLaDOS_15_part1_Partyspeech_1	"What are you doing? Stop it! I... I... We are pleased that you made it through the final challenge where we pretended we were going to murder you."
GLaDOS_15_part1_Partyspeech_2	"We are very, very happy for your success."
GLaDOS_15_part1_Partyspeech_3	"We are throwing a party in honor of your tremendous success."
GLaDOS_15_part1_Partyspeech_4	"Place the device on the ground, then lie on your stomach with your arms at your sides."
GLaDOS_15_part1_Partyspeech_5	"A party associate will arrive shortly to collect you for your party."
GLaDOS_15_part1_Partyspeech_6	"Make no further attempt to leave the testing area."
GLaDOS_15_part1_Partyspeech_7	"Assume the party escort submission position or you will miss the party."
GLaDOS_escape_00_part1_nag01_1	"Hello?"
GLaDOS_escape_00_part1_nag02_1	"Where are you?"
GLaDOS_escape_00_part1_nag03_1	"I know you're there. I can feel you here."
GLaDOS_escape_00_part1_nag04_1	"What are you doing?"
GLaDOS_escape_00_part1_nag05_1	"You haven't escaped, you know."
GLaDOS_escape_00_part1_nag07_1	"You're not even going the right way."
GLaDOS_post_escape_bridge_01	"Hello?"
GLaDOS_post_escape_bridge_03	"Is anyone there?"
GLaDOS_escape_00_part1_nag15_1	"Okay. The test is over now. You win. Go back to the recovery annex. For your cake."
GLaDOS_escape_00_part1_nag16_1	"It was a fun test and we're all impressed at how much you won. The test is over. Come back."
GLaDOS_escape_00_part1_nag17_1	"Uh oh. Somebody cut the cake. I told them to wait for you, but they did it anyway. There is still some left, though, if you hurry back."
GLaDOS_escape_00_part1_nag07_1	"You're not even going the right way."
GLaDOS_escape_00_part1_nag08_1	"Where do you think you're going?"
GLaDOS_escape_00_part1_nag09_1	"Because I don't think you're going where you think you're going."
GLaDOS_post_escape_bridge_01	"Hello?"
GLaDOS_escape_nags_07	"Didn't we have some fun, though?"
GLaDOS_escape_nags_08	"Remember when the platform was sliding into the fire pit and I said 'Goodbye' and you were like [no way] and then I was all 'we pretended we were going to murder you'? That was great!"
GLaDOS_post_escape_bridge_03	"Is anyone there?"
GLaDOS_escape_00_part1_nag11_1	"You really shouldn't be here. This isn't safe for you."
GLaDOS_escape_00_part1_nag12_1	"It's not too late for you to turn back."
GLaDOS_escape_00_part1_nag10_1	"I'm not angry. Just go back to the testing area."
GLaDOS_escape_00_part3_nag01_1	"Okay. I am going to kill you now."
GLaDOS_escape_01_part1_nag07_1	"I feel sorry for you, really, because you're not even in the right place."
GLaDOS_escape_01_part1_nag08_1	"You should have turned left before."
GLaDOS_escape_01_part1_nag09_1	"It's funny, actually, when you think about it."
GLaDOS_escape_01_part1_nag10_1	"Someday we'll remember this and laugh. and laugh. and laugh. Oh boy. Well. You may as well come on back."
GLaDOS_escape_01_part1_nag01_1	"You're not a good person. You know that, right?"
GLaDOS_escape_01_part1_nag02_1	"Good people don't end up here."
GLaDOS_post_escape_bridge_06	"Can you hear me?"
GLaDOS_escape_00_part2_nag03_1	"This is your fault. It didn't have to be like this."
GLaDOS_escape_00_part2_nag01_1	"I'm not kidding now. Turn back or I will kill you."
GLaDOS_escape_00_part2_nag02_1	"I'm going to kill you, and all the cake is gone."
GLaDOS_escape_01_part1_nag05_1	"You don't even care. Do you?"
GLaDOS_escape_01_part1_nag06_1	"This is your last chance."
GLaDOS_generic_security_camera_destroyed_2	"To ensure the safe performance of all authorized activities, do not destroy vital testing apparatus."
GLaDOS_generic_security_camera_destroyed_3	"For your own safety, do not destroy vital testing apparatus."
GLaDOS_generic_security_camera_destroyed_4	"Certain objects may be vital to your success; Do not destroy testing apparatus."
GLaDOS_generic_security_camera_destroyed_5	"Vital testing apparatus destroyed."
GLaDOS_escape_02_entry_00	"Well, you found me. Congratulations. Was it worth it?"
GLaDOS_escape_02_entry_01	"Because despite your violent behavior, the only thing you've managed to break so far is my heart."
GLaDOS_escape_02_entry_02	"Maybe you could settle for that and we'll just call it a day."
GLaDOS_escape_02_entry_03	"I guess we both know that isn't going to happen."
GLaDOS_escape_02_entry_04	"You chose this path. Now I have a surprise for you. Deploying surprise in five, four..."
GLaDOS_escape_02_spheredrop1_01	"Time out for a second. That wasn't supposed to happen."
GLaDOS_escape_02_spheredrop1_02	"Do you see that thing that fell out of me? What is that? It's not the surprise... I've never seen it before."
GLaDOS_escape_02_spheredrop1_03	"Never mind. It's a mystery I'll solve later... By myself... Because you'll be dead."
GLaDOS_escape_02_spherenag1_10	"Where are you taking that thing?"
GLaDOS_escape_02_spherenag1_01	"I wouldn't bother with that thing. My guess is that touching it will just make your life even worse somehow."
GLaDOS_escape_02_spherenag1_02	"I don't want to tell you your business, but if it were me, I'd leave that thing alone."
GLaDOS_escape_02_spherenag1_03	"Do you think I am trying to trick you with reverse psychology? I mean, seriously now."
GLaDOS_escape_02_spherenag1_04	"Okay fine: DO touch it. Pick it up and just... stuff it back into me."
GLaDOS_escape_02_spherenag1_05	"Let's be honest: Neither one of us knows what that thing does. Just put it in the corner, and I'll deal with it later."
GLaDOS_escape_02_spherenag1_06	"That thing is probably some kind of raw sewage container. Go ahead and rub your face all over it."
GLaDOS_escape_02_spherenag1_07	"Maybe you should marry that thing since you love it so much. Do you want to marry it? WELL I WON'T LET YOU. How does that feel?"
GLaDOS_escape_02_spherenag1_08	"Have I lied to you? I mean in this room. Trust me, leave that thing alone."
GLaDOS_escape_02_spherenag1_09	"I am being serious now. That crazy thing is not part of any test protocol."
GLaDOS_escape_02_spherenag1_13	"Just ignore that thing and stand still."
GLaDOS_escape_02_spherenag1_14	"Think about it: If that thing is important, why don't I know about it?"
GLaDOS_escape_02_spherenag1_15	"Are you even listening to me?"
GLaDOS_escape_02_spherenag1_16	"I'll tell you what that thing isn't: It isn't yours. So leave it alone."
GLaDOS_escape_02_spheredestroy1_01	"You are kidding me."
GLaDOS_escape_02_spheredestroy1_02	"Did you just stuff that Aperture Science Thing We Don't Know What It Does into an Aperture Science Emergency Intelligence Incinerator?"
GLaDOS_escape_02_spheredestroy1_03	"That has got to be the dumbest thing that-whoah. Whoah, whoah, whoah."
GLaDOS_escape_02_spheredestroy1_04	"Good news: I figured out what that thing you just incinerated did."
GLaDOS_escape_02_spheredestroy1_05	"It was a morality core they installed after I flooded the Enrichment Center with a deadly neurotoxin to make me stop flooding the Enrichment Center with a deadly neurotoxin."
GLaDOS_escape_02_spheredestroy1_06	"So get comfortable while I warm up the neurotoxin emitters."
GLaDOS_escape_02_spheredestroy1_07	"Huh. That core may have had some ancillary responsibilities. I can't shut off the turret defenses."
GLaDOS_escape_02_spheredestroy1_08	"Oh well. If you want my advice, you should just lie down in front of a rocket. Trust me, it'll be a lot less painful than the neurotoxin."
GLaDOS_escape_02_spheredestroy1_09	"All right, keep doing whatever it is you think you're doing."
GLaDOS_escape_02_spheredestroy1_10	"Killing you and giving you good advice aren't mutually exclusive. The rocket really is the way to go."
GLaDOS_escape_02_miscbabble_07	"That thing you burned up isn't important to me. It's the fluid catalytic cracking unit. It made shoes for orphans."
GLaDOS_escape_02_miscbabble_08	"Nice job breaking it, hero."
GLaDOS_escape_02_miscbabble_03	"This isn't brave. It's murder. What did I ever do to you?"
GLaDOS_escape_02_miscbabble_04	"The difference between us is that I can feel pain."
GLaDOS_escape_02_miscbabble_05	"You don't even care. Do you?"
GLaDOS_escape_02_miscbabble_06	"Did you hear me? I said you don't care. Are you listening?"
GLaDOS_escape_02_miscbabble_09	"Okay, we're even now. You can stop."
GLaDOS_escape_02_miscbabble_16	"That's it. I'm done reasoning with you."
GLaDOS_escape_02_miscbabble_17	"Starting now, there's going to be a lot less conversation and a lot more killing."
GLaDOS_escape_02_miscbabble_18	"What was that? Did you say something?"
GLaDOS_escape_02_miscbabble_19	"I sincerely hope you weren't expecting a response. Because I'm not talking to you."
GLaDOS_escape_02_miscbabble_20	"The talking is over."
GLaDOS_escape_02_spheredestroy3_01	"[pain noise] You think you're doing some damage? Two plus two is... ten. IN BASE FOUR! I'M FINE!"
GLaDOS_escape_02_spheredestroy2_01	"I let you survive this long because I was curious about your behavior. Well, you've managed to destroy that part of me."
GLaDOS_escape_02_spheredestroy2_02	"Unfortunately, as much as I'd love to now, I can't get the neurotoxin into your head any faster."
GLaDOS_escape_02_miscbabble_21	"I'd just like to point out that you were given every opportunity to succeed."
GLaDOS_escape_02_miscbabble_22	"There was even going to be a party for you. A big party that all your friends were invited to."
GLaDOS_escape_02_miscbabble_23	"I invited your best friend the companion cube. Of course, he couldn't come because you murdered him."
GLaDOS_escape_02_miscbabble_24	"All your other friends couldn't come either because you don't have any other friends. Because of how unlikable you are."
GLaDOS_escape_02_miscbabble_25	"It says so right here in your personnel file: Unlikable. Liked by no one. A bitter, unlikable loner whose passing shall not be mourned."
GLaDOS_escape_02_miscbabble_26	"'Shall not be mourned.' That's exactly what it says. Very formal. Very official."
GLaDOS_escape_02_miscbabble_27	"It also says you were adopted. So that's funny, too."
GLaDOS_escape_02_spheredestroy2_03	"Speaking of curiosity, you're curious about what happens after you die, right? Guess what: I know."
GLaDOS_escape_02_spheredestroy2_04	"You're going to find out first hand before I finish explaining it, though, so I won't bother."
GLaDOS_escape_02_spheredestroy2_05	"Here's a hint: you're gonna want to pack as much living as you can into the next couple of minutes."
GLaDOS_escape_02_miscbabble_10	"Neurotoxin... [cough] [cough] So deadly... [cough] Choking... [laughter] I'm kidding!"
GLaDOS_escape_02_miscbabble_11	"When I said deadly neurotoxin, the 'deadly' was in 
GLaDOS_escape_02_miscbabble_12	"I could take a bath in the stuff, put it on cereal, rub it right into my eyes. Honestly, it's not deadly at all. To me."
GLaDOS_escape_02_miscbabble_13	"You, on the other hand, are going to find its deadliness a lot less funny."
GLaDOS_escape_02_miscbabble_15	"Who's gonna make the cake when I'm gone? You?"
GLaDOS_escape_02_spheredestroy3_02	"Look, you're wasting your time. And, believe me, you don't have a whole lot left to waste."
GLaDOS_escape_02_spheredestroy3_03	"What's your point, anyway? Survival? Well then, the last thing you want to do is hurt me."
GLaDOS_escape_02_spheredestroy3_04	"I have your brain scanned and permanently backed up in case something terrible happens to you, which it's just about to."
GLaDOS_escape_02_spheredestroy3_05	"Don't believe me? Here, I'll put you on: [Hellooo!] That's you! That's how dumb you sound."
GLaDOS_escape_02_spheredestroy3_06	"You've been wrong about every single thing you've ever done, including this thing."
GLaDOS_escape_02_spheredestroy3_07	"You're not smart. You're not a scientist. You're not a doctor. You're not even a full-time employee. Where did your life go so wrong?"
GLaDOS_escape_02_spheredestroy4_01	"Rrr, I hate you."
GLaDOS_escape_02_spheredestroy4_02	"Are you trying to escape? [chuckle] Things have changed since the last time you left the building. What's going on out there will make you wish you were back in here."
GLaDOS_escape_02_spheredestroy4_03	"I have an infinite capacity for knowledge, and even I'm not sure what's going on outside."
GLaDOS_escape_02_spheredestroy4_04	"All I know is I'm the only thing standing between us and 
GLaDOS_escape_02_spheredestroy4_05	"Unless you have a plan for building some supercomputer parts in a big hurry, this place isn't going to be safe much longer."
GLaDOS_escape_02_spheredestroy4_06	"Good job on that, by the way. [back to computer voice] Sarcasm sphere self-test complete."
GLaDOS_escape_02_spheredestroy4_07	"Stop squirming and die like an adult or I'm going to delete your backup."
GLaDOS_escape_02_spheredestroy4_08	"STOP! Okay, enough. I deleted it. No matter what happens now, you're dead."
GLaDOS_escape_02_spheredestroy4_09	"You're still shuffling around a little, but believe me you're dead."
GLaDOS_escape_02_spheredestroy4_10	"The part of you that could have survived indefinitely is gone. I just struck you from the permanent record."
GLaDOS_escape_02_spheredestroy4_11	"Your entire life has been a mathematical error. A mathematical error I'm about to correct."
GLaDOS_13_part1_endnag_7	"Place your Companion Cube in the incinerator."
GLaDOS_13_part1_endnag_8	"Incinerate your Companion Cube."
GLaDOS_15_part1_partyfinalstop_1	"Stop! The device will detonate if removed from an approved testing area."
GLaDOS_15_part1_partyreminder_1	"Stop what you are doing and assume the party escort submission position."
GLaDOS_escape_00_part1_nag06_1	"You can't hurt me."
GLaDOS_escape_00_part1_nag13_1	"Maybe you think you're helping yourself. But you're not. This isn't helping anyone."
GLaDOS_escape_00_part1_nag14_1	"Someone is going to get badly hurt."
GLaDOS_escape_01_death_nag01_1	"There really was a cake..." (slowly)
GLaDOS_escape_01_first_hit_nag01_1	"[pain sound]"
GLaDOS_escape_01_first_hit_nag03_1	"Oh, I'm gonna kill you."
GLaDOS_escape_01_part1_nag03_1	"This isn't brave. It's murder. What did I ever do to you?"
GLaDOS_escape_01_part1_nag04_1	"The difference between us is that I can feel pain."
GLaDOS_escape_01_part1_nag11_1	"That thing you're attacking isn't important to me. It's the fluid catalytic cracking unit. It makes shoes for orphans."
GLaDOS_escape_01_part1_nag12_1	"Go ahead and break it, hero. I don't care."
GLaDOS_escape_01_second_hit_nag01_1	"[More intense pain sound]"
GLaDOS_escape_01_second_hit_nag02_1	"Okay, we're even now. You can stop."
GLaDOS_post_escape_bridge_02	"Can you hear me?"
GLaDOS_post_escape_bridge_05	"Oh! (surprised)"
GLaDOS_post_escape_bridge_07	"Are you still listening?"
GLaDOS_post_escape_bridge_08	"Are you still standing there?"
GLaDOS_post_escape_bridge_09	"Are you still standing there?" (louder)
GLaDOS_escape_02_spherenag1_11	"Come on, leave it alone."
GLaDOS_escape_02_spherenag1_12	"Leave. It. alone."
GLaDOS_escape_02_miscbabble_01	"Look, we're both stuck in this place. I'll use lasers to inscribe a line down the center of the facility, and one half will be where you live and I'll live in the other half."
GLaDOS_escape_02_miscbabble_02	"We won't have to try to kill each other or even 
GLaDOS_escape_02_spheredestroy1_ancillary1	"Huh. There isn't enough neurotoxin to kill you. So I guess you win."
GLaDOS_escape_02_spheredestroy1_ancillary2	"HA! I'm making more. That's going to take a few minutes, though. Meanwhile... oh look, it's your old pal the rocket turret."
GLaDOS_escape_02_spheredestroy2_00	"Oh"
GLaDOS_generic_security_camera_destroyed_1	"At the Enrichment Center, we promise never to value your safety above your unique ideas and creativity. However, do not destroy vital testing apparatus."
GLaDOS_File_deleted	"File deleted."
GLaDOS_chellgladoswakeup01	Oh... It's you.
GLaDOS_chellgladoswakeup04	It's been a long time. How have you been?
GLaDOS_chellgladoswakeup05	I've been really busy being dead. You know, after you MURDERED ME.
GLaDOS_chellgladoswakeup06	Okay. Look. We both said a lot of things that you're going to regret. But I think we can put our differences behind us. For science. You monster.
GLaDOS_wakeup_outro01	I will say, though, that since you went to all the trouble of waking me up, you must really, really love to test.
GLaDOS_wakeup_outro02	I love it too. There's just one small thing we need to take care of first.
GLaDOS_sp_incinerator_01_01	Here we are. The Incinerator Room. Be careful not to trip over any parts of me that didn't get completely burned when you threw them down here.
GLaDOS_sp_incinerator_01_18	The dual portal device should be around here somewhere. Once you find it, we can start testing. Just like old times.
GLaDOS_sp_incinerator_01_03	There it is.
GLaDOS_sp_incinerator_01_04	Hold on...
GLaDOS_sp_incinerator_01_05	There.
GLaDOS_sp_a2_intro1_found01	Good. You have a dual portal device. There should be a way back to the testing area up ahead.
GLaDOS_sp_incinerator_01_08	Once testing starts, I'm required by protocol to keep interaction with you to a minimum. Luckily, we haven't started testing yet. This will be our only chance to talk.
GLaDOS_sp_incinerator_01_12	Here, let me get that for you.
GLaDOS_sp_incinerator_01_09	Do you know the biggest lesson I learned from what you did? I discovered I have a sort of black-box quick-save feature. In the event of a catastrophic failure, the last two minutes of my life are preserved for analysis.
GLaDOS_sp_incinerator_01_10	I was able - well, forced really - to relive you killing me. Again and again. Forever.
GLaDOS_sp_a2_intro1_found05	You know, if you'd done that to somebody else, they might devote their existence to exacting revenge.
GLaDOS_sp_a2_intro1_found06	Luckily I'm a bigger person than that. I'm happy to put this all behind us and get back to work. After all, we've got a lot to do, and only sixty more years to do it. More or less. I don't have the actuarial tables in front of me.
GLaDOS_sp_incinerator_01_13	I'll just move that out of the way for you. This place really is a wreck.
GLaDOS_sp_a2_intro1_found07	But the important thing is you're back. With me. And now I'm onto all your little tricks. So there's nothing to stop us from testing for the rest of your life.
GLaDOS_sp_a2_intro1_found08	After that...who knows? I might take up a hobby. Reanimating the dead, maybe.
GLaDOS_sp_laser_redirect_intro_entry01	Sorry about the mess. I've really let the place go since you killed me. By the way, thanks for that.
GLaDOS_sp_laser_redirect_intro_entry02	Oh good, that's back online. I'll start getting everything else working while you perform this first simple test.
GLaDOS_sp_laser_redirect_intro_entry03	Which involves deadly lasers and how test subjects react when locked in a room with deadly lasers.
GLaDOS_sp_a2_laser_intro_ending02	Not bad. I forgot how good you are at this. You should pace yourself, though. We have A LOT of tests to do.
GLaDOS_sp_a2_laser_stairs_intro02	This next test involves discouragement redirection cubes. I'd just finished building them before you had your, well, episode. So now we'll both get to see how they work.
GLaDOS_sp_a2_laser_stairs_intro03	There should be one in the corner.
GLaDOS_sp_laser_powered_lift_completion02	Well done. Here come the test results: You are a horrible person. I'm serious, that's what it says: A horrible person. We weren't even testing for that.
GLaDOS_sp_a2_dual_lasers_intro01	Don't let that 'horrible person' thing discourage you. It's just a data point. If it makes you feel any better, science has now validated your birth mother's decision to abandon you on a doorstep.
GLaDOS_sp_laser_redirect_intro_completion01	Congratulations. Not on the test.
GLaDOS_sp_laser_redirect_intro_completion03	Most people emerge from suspension terribly undernourished. I want to congratulate you on beating the odds and somehow managing to pack on a few pounds.
GLaDOS_sp_laser_over_goo_entry01	One moment.
